zgh_verbe	en_meaning
ⵙⵏⵉⵔⵉ	offset from his offspring
ⵙⵏⵉⵖⵕⴹ	Report, ATERMOYER
ⵙⵏⵉⵖⵕⴹ	to profit from
ⵙⵏⵉⵙⵙⵜ	ooze
ⵙⵏⵎ	Return, train
ⵙⵏⵎ	align
ⵙⵏⵎⴰⵍⴰ	arrange
ⵙⵏⵎⴰⵍⴰ	rib
ⵙⵏⵎⵍ	define
ⵙⵏⵏⴳⵔⵓ	reassure, calm
ⵙⵏⵏⴳⵣⵓ	interrupt, fail
ⵙⵏⵏⴷ	rely, lean on, beacked
ⵙⵏⵏⴼⵙⵉ	dispel
ⵙⵏⵏⴼⵙⵓⵙⵉ	Detach, loosen, solve
ⵙⵏⵏⵉⵖⵙ	to notice
ⵙⵏⵏⵉⵣⵡⵉ	disseminate
ⵙⵏⵏⵎⵔ	embarrass, sway
ⵙⵏⵏⵎⵔⵓⵔⵉ	exhaust
ⵙⵏⵏⵖⵥⵎ	dislocate
ⵙⵏⵏⵙⵔⴼ	ugly
ⵙⵏⵏⵙⵜⵎ	demolish, destroy
ⵙⵏⵏⵟⴼⵚ	bend
ⵙⵏⵏⵣⵉ	cross
ⵙⵏⵓⴱⴱⵛ	search
ⵙⵏⵓⴷⴷⵎ	drowns
ⵙⵏⵓⴹⵓ	bend
ⵙⵏⵓⴼⴼⵉ	transfer
ⵙⵏⵓⴼⴼⵔ	to hide
ⵙⵏⵓⴼⵍ	behave like crazy
ⵙⵏⵓⴼⵍ	go mad, panic
ⵙⵏⵓⴼⵙ	wander slightly
ⵙⵏⵓⵇⴱ	drill
ⵙⵏⵓⵍⴼⵓ	Create, invent
ⵙⵏⵓⵎⵎⵍ	describe
ⵙⵏⵓⵙⵓ	move, move
ⵙⵏⵓⵛⵛⴳ	Shake, stir (tr.)
ⵙⵏⵖⵍ	to pay
ⵙⵏⵖⵎⵙ	inform
ⵙⵏⵖⵎⵙ	inform
ⵙⵏⵖⵓⴱⴱⵔ	hide, hide
ⵙⵏⵖⵓⴱⵓ	hide, hide
ⵙⵏⵢⵓⴷⴷⵔ	spread
ⵙⵏⵢⵢⵛ	aim, direct a weapon, an object
ⵙⵏⵣⴼ	tired
ⵙⵏⵥⵍ	GRANCER, CREVAKER
ⵙⵓ	be irrigated
ⵙⵓ	drink, absorb
ⵙⵓⴳ	Attack, invade, raid, plunder
ⵙⵓⴳⴳⵔ	bend to see
ⵙⵓⴳⴳⵔ	watch
ⵙⵓⴷⴷ	be lit, see clear
ⵙⵓⴷⴷⵎ	drain, drain
ⵙⵓⴷⵔⵙ	Reduce, reduce, cut off
ⵙⵓⴷⵔⵙ	gnaw
ⵙⵓⴹ	blow out
ⵙⵓⴼⴼ	inflate
ⵙⵓⴼⴼ	wet, moisten
ⵙⵓⴼⵓ	shine, sparkle (lightning)
ⵙⵓⴼⵔ	be useful
ⵙⵓⴽⴼⵙ	sprinkle, sprinkle
ⵙⵓⴽⴽⵎ	be covered with clouds
ⵙⵓⴽⵏⵓ	twin
ⵙⵓⵅⵅⵔ	back down, push back, differ
ⵙⵓⵇ	to the market
ⵙⵓⵇⵇⵍ	look see
ⵙⵓⵇⵇⵙ	Light (fire), set the fire
ⵙⵓⵇⵇⵙ	have thorns (plants)
ⵙⵓⵍ	be still, continue, stay, be alive, remain
ⵙⵓⵎⵎⵔ	get to the adret, expose yourself to the sun, be exposed to the sun
ⵙⵓⵎⵎⵜ	Put a pillow under the head, to lean
ⵙⵓⵎⵏ	illustrate
ⵙⵓⵏⴳⵎ	Power (day, sun)
ⵙⵓⵏⴼⵓ	to rest
ⵙⵓⵏⴼⵙ	to breathe
ⵙⵓⵏⵏⴹ	contaminate
ⵙⵓⵏⵏⴹ	impute
ⵙⵓⵏⵏⴹ	stake
ⵙⵓⵏⵙⵓⵢ	Sweep, prowse, look
ⵙⵓⵔ	walk on, set foot on
ⵙⵓⵔⴳⵜ	Raise with a lever or crane
ⵙⵓⵔⵔⵉ	return, return
ⵙⵓⵔⵙ	take place in a table
ⵙⵓⵕⵚⴹ	rot, corrupt, spoil
ⵙⵓⵙⴰⵢ	to walk slowly
ⵙⵓⵙⵉ	weeding, weeding
ⵙⵓⵙⵔ	Save (sound)
ⵙⵓⵙⵜⵉ	scroll
ⵙⵓⵛⵛⴼ	swim
ⵙⵓⵡ	ripen, ripen
ⵙⵓⵢ	soak
ⵙⵔⴰⵔⴰ	give vomit, vomiting
ⵙⵔⴳ	abort
ⵙⵔⴳ	pick up
ⵙⵔⴼⵓⴼⵏ	tire, exhaust, exhaust, tire
ⵙⵔⴼⵓⴼⵏ	torture
ⵙⵔⵉ	Moving (skin, plumage)
ⵙⵔⵉ	comb
ⵙⵔⵉ	eagerly
ⵙⵔⵉ	eat the leftovers
ⵙⵔⵉⴱⴱⵍ	grop
ⵙⵔⵉⴷⵍ	limp
ⵙⵔⵉⵔⵔⵉ	act quickly, to do quickly
ⵙⵔⵎ	Losing weight (suddenly)
ⵙⵔⵎ	cut, plane
ⵙⵔⵎ	strip
ⵙⵔⵎⵓⵎⵛ	crush
ⵙⵔⵎⵓⵎⵛ	stir
ⵙⵔⵓ	Fresh (frame)
ⵙⵔⵓ	get up at dawn
ⵙⵔⵓⴳⴳⴱ	bend to see
ⵙⵔⵓⴳⴳⵜ	Release steam, produce steam
ⵙⵔⵓⴼⵓ	thirsty, alter
ⵙⵔⵓⵔⴷ	Porter on the back while rocking
ⵙⵔⵔⴱ	Enjoy, sneak
ⵙⵔⵔⴱ	to slide
ⵙⵔⵔⵃ	Unclog, disgorge
ⵙⵔⵙ	put down
ⵙⵔⵙⵔ	ring
ⵙⵔⵛⵍ	marry
ⵙⵔⵜⵉ	glow
ⵙⵔⵜⵉ	shine
ⵙⵔⵜⵉ	shine
ⵙⵔⵣⴳ	spoil
ⵙⵔⵣⵎ	hurt
ⵙⵖ	to buy
ⵙⵖⴰⵡⵙⴰ	need to, require
ⵙⵖⴱⵏ	make sad, saddened
ⵙⵖⴷⵛ	to present
ⵙⵖⵉⵍⵍⵜ	exploit (a land), take advantage of
ⵙⵖⵉⵎ	dwell
ⵙⵖⵉⵔⵏⵙ	be taciturn, be concerned
ⵙⵖⵉⵡⵙ	Develop (IT)
ⵙⵖⵊⴷⵎ	Sit
ⵙⵖⵍ	Measure, gauge
ⵙⵖⵍⵍⴰ	make eternal, make it last, perpetuate
ⵙⵖⵍⵍⴰ	to exploit
ⵙⵖⵏⴱⵔ	face one's face
ⵙⵖⵏⴷⴼ	Strong, make stupid
ⵙⵖⵓⴱ	make it deeper, deepen
ⵙⵖⵓⴷⵉ	revise
ⵙⵖⵓⴷⵓ	embellish, improve
ⵙⵖⵓⵎⵎⴰ	suffocate, suffocate
ⵙⵖⵓⵎⵎⵔ	corner
ⵙⵖⵓⵎⵎⵔ	hit
ⵙⵖⵓⵏⴼ	be disgusted, repel by disgust
ⵙⵖⵓⵏⴼ	groan
ⵙⵖⵓⵔ	dry out
ⵙⵖⵓⵔⵔⵛ	look dumbfounded
ⵙⵖⵓⵔⵜ	push youyous
ⵙⵖⵓⵢ	Shout, crush, scream
ⵙⵖⵔ	to look to see
ⵙⵖⵔ	harden (make hard)
ⵙⵖⵔ	to dry
ⵙⵖⵔⵓⵔⵜ	push youyous
ⵙⵖⵔⵔⴱ	exile, expatriate
ⵙⵖⵔⵔⵎ	pile up, stack
ⵙⵖⵔⵜ	to qualify
ⵙⵖⵡⵡⵖ	encourage revolt
ⵙⵖⵣⵏ	to validate
ⵙⵖⵣⵓ	to jail
ⵙⵙⴰⴳⴳⵓⴳ	remove
ⵙⵙⴰⴳⴳⵯ	Cover (event) (neo.)
ⵙⵙⴰⴳⴳⵯ	overhang
ⵙⵙⴰⴷⴷ	light up
ⵙⵙⴰⴹ	Lose reason, delirious
ⵙⵙⴰⴹ	be rabid
ⵙⵙⴰⴹⴼⵓⵜ	soften, make gentle
ⵙⵙⴰⴹⵏ	make sick
ⵙⵙⴰⴹⵓ	return
ⵙⵙⴰⴽⵓⴷ	date
ⵙⵙⴰⴽⵯⵉ	hatch
ⵙⵙⴰⴽⵯⵉ	miss
ⵙⵙⴰⴽⵯⵉ	wake
ⵙⵙⴰⵍⵍⴰ	make cry
ⵙⵙⴰⵍⵍⵓⴼ	mop
ⵙⵙⴰⵍⵓ	multiply, increase the number of
ⵙⵙⴰⵍⵓ	release, loosen
ⵙⵙⴰⵎⵓ	associate with
ⵙⵙⴰⵎⵓⵎ	make you skinny
ⵙⵙⴰⵏⵓⵏ	train (animal), train
ⵙⵙⴰⵔ	associate
ⵙⵙⴰⵔ	get a lot, mix
ⵙⵙⴰⵔ	mix, mix
ⵙⵙⴰⵔ	empty
ⵙⵙⴰⵔⴰ	Walking, walking
ⵙⵙⴰⵔⴰ	cross, browse
ⵙⵙⴰⵔⴰ	surfing the net
ⵙⵙⴰⵔⵓ	Engrosser, make big, pregnant
ⵙⵙⴰⵔⵓ	fructive
ⵙⵙⴰⵔⵓ	give birth (tr.)
ⵙⵙⴰⵔⵔⵉ	Slide, slide
ⵙⵙⴰⵖ	cause
ⵙⵙⴰⵖ	light the fire)
ⵙⵙⴰⵖ	touch
ⵙⵙⴰⵖⴷ	right
ⵙⵙⴰⵖⴷ	to correct
ⵙⵙⴰⵖⵓⵍ	return, return
ⵙⵙⴰⵙⵉ	carry
ⵙⵙⴰⵙⵉ	order to attack
ⵙⵙⴰⵛⴽ	mislead
ⵙⵙⴰⵡⴹ	send, bring
ⵙⵙⴰⵥ	bring together
ⵙⵙⴱⵅⵉⵏ	Make black, blacken (tr.)
ⵙⵙⴱⵅⵍ	lazy
ⵙⵙⴱⵓⵃⵔⵓ	to brag
ⵙⵙⴱⵖⵙ	encourage
ⵙⵙⴱⵙⵍ	make bland, tasteless
ⵙⵙⴱⵙⵍ	spoil (treat with extreme indulgence)
ⵙⵙⴱⵣⴳ	swell
ⵙⵙⴱⵣⴳ	wet
ⵙⵙⴱⵥⴹ	urinate, make urinate
ⵙⵙⴳ	start
ⵙⵙⴳⴷⵍ	discuss
ⵙⵙⴳⴷⵍ	covered
ⵙⵙⴳⴷⵓⴷ	Save, spend sparingly
ⵙⵙⴳⵍⴼ	Make it miss, hide
ⵙⵙⴳⵍⵎ	blunder, burn
ⵙⵙⴳⵍⵓⴳⵍ	Stagnate, prevent us from overflowing
ⵙⵙⴳⵎ	adopt
ⵙⵙⴳⵎ	develop
ⵙⵙⴳⵎ	educate, raise
ⵙⵙⴳⵏⴷ	maladen
ⵙⵙⴳⵏⵓ	cloud
ⵙⵙⴳⵓⵜ	exaggerate
ⵙⵙⴳⵔⴷ	tame, domesticate
ⵙⵙⴳⵔⵓ	explain
ⵙⵙⴳⵙⵔ	brighten up, excite laughter
ⵙⵙⴳⵣⵉⵍ	shorten, rapetass
ⵙⵙⴷ	demolish, destroy
ⵙⵙⴷⴽ	strengthen, harden
ⵙⵙⴷⵀⵛ	astonish
ⵙⵙⴷⵃⴰ	be shy, being ashamed
ⵙⵙⴷⵓⵙ	consolidate, strengthen, strengthen
ⵙⵙⴷⵓⵢ	revive (neo.)
ⵙⵙⴷⵓⵢ	wake
ⵙⵙⴷⵔⵉ	cause premature delivery
ⵙⵙⴷⵔⵓ	involve, associate
ⵙⵙⴷⵔⵓ	deepen
ⵙⵙⴷⵔⵓⵙ	Reduce the number or quantity
ⵙⵙⴷⵖⵍ	Frelater, falsify, distort
ⵙⵙⴷⵡⵓⵡⵙ	start
ⵙⵙⴹⴼⵓⵕ	follow up
ⵙⵙⴹⵍⵓ	blacken
ⵙⵙⴹⵍⵓ	large quantity
ⵙⵙⴹⵍⵓ	soak
ⵙⵙⴹⵎⵄ	give hope, let hope
ⵙⵙⴹⵏⵉ	make thick, big
ⵙⵙⴹⵕⵓ	achieve
ⵙⵙⴹⵖⴰⵖ	make consistent, harden (tr,)
ⵙⵙⴹⵚ	sextulum
ⵙⵙⴻⵙⴷⴻⴷ	slim
ⵙⵙⴻⵙⴷⴻⴷ	use, deteriorate
ⵙⵙⴻⵙⴼⵔ	cure
ⵙⵙⴼ	extract
ⵙⵙⴼ	vanish
ⵙⵙⴼⴰⵡ	advise
ⵙⵙⴼⴰⵡ	light up
ⵙⵙⴼⴹ	Clean, wipe, erase
ⵙⵙⴼⴹⵍ	freeze
ⵙⵙⴼⴹⵍ	sting
ⵙⵙⴼⴹⵕ	offer the morning meal
ⵙⵙⴼⵉ	Draw an abscess
ⵙⵙⴼⵉ	overflow
ⵙⵙⴼⵍⴷ	listen hear
ⵙⵙⴼⵓⵔⵓ	to watch
ⵙⵙⴼⵔⴽ	Awareness, make aware of
ⵙⵙⴼⵔⵉ	cause a slit, tear
ⵙⵙⴼⵔⵓ	explain, lighten
ⵙⵙⴼⵔⵖ	caricature (neo.)
ⵙⵙⴼⵔⵖ	to twist, bend, fold, distort
ⵙⵙⴼⵔⵙ	sharpen
ⵙⵙⴼⵕⵃ	make it happy, make cheerful, brighten up
ⵙⵙⴼⵙⵉ	dissolve, melt (tr.)
ⵙⵙⴼⵜⵉ	conjugate
ⵙⵙⴼⵜⵓ	to dictate
ⵙⵙⴼⵜⵓ	graze
ⵙⵙⴼⵜⵓ	send away
ⵙⵙⴼⵜⵓⵜⵉ	crumble
ⵙⵙⴽⴹⵓ	feel
ⵙⵙⴽⴼⵕ	Get out, irritate
ⵙⵙⴽⴽ	pass
ⵙⵙⴽⴽ	send, ship
ⵙⵙⴽⴽ	sweep
ⵙⵙⴽⵊⵎ	bring in, introduce
ⵙⵙⴽⵍ	pass the day
ⵙⵙⴽⵎⴹ	burn
ⵙⵙⴽⵎⵉ	offer to smoke
ⵙⵙⴽⵎⵔ	swallow
ⵙⵙⴽⵏ	show
ⵙⵙⴽⵏⴷ	dive
ⵙⵙⴽⵏⴷ	make a stuffing for someone
ⵙⵙⴽⵏⵓ	bend, curb
ⵙⵙⴽⵔⵀ	Make hate, bring to hate
ⵙⵙⴽⵔⵎ	cool (tr.)
ⵙⵙⴽⵔⵜ	curd (tr.)
ⵙⵙⴽⵕⵥ	consolidate, strengthen
ⵙⵙⴽⵙⵓ	look see
ⵙⵙⴽⵙⵓ	to pay attention
ⵙⵙⴽⵛⵎ	bring in, introduce
ⵙⵙⴽⵜⵉ	Recall, help to remember
ⵙⵙⴽⵜⵉ	stir up
ⵙⵙⵀⴱⴹ	to disrupt
ⵙⵙⵀⴹⵕ	amuse, entertain
ⵙⵙⵀⵡⵏ	facilitate, simplify
ⵙⵙⵃⴹⵕ	teach in a Koranic school
ⵙⵙⵃⴼⵓ	exhaust, weaken
ⵙⵙⵃⵇⵔ	despise, disdain
ⵙⵙⵃⵍⵓ	make good, nice
ⵙⵙⵃⵍⵓ	sweet
ⵙⵙⵃⵎⵓ	heat
ⵙⵙⵃⵔⴷ	Discard, angry
ⵙⵙⵃⵔⵇ	Vex, offend, offend
ⵙⵙⵃⵕⵛ	make intelligent
ⵙⵙⵃⵙⵓ	heart
ⵙⵙⵄⴷⵓ	pass
ⵙⵙⵄⵇⴱ	return
ⵙⵙⵅⴷⵎ	Make work, operate
ⵙⵙⵅⵍⵄ	scare
ⵙⵙⵅⵍⵓ	panic
ⵙⵙⵅⵎⵊ	rot, stack
ⵙⵙⵅⵏⵓⵏⵏⵚ	ride on the ground
ⵙⵙⵅⵙⵉ	switch off
ⵙⵙⵅⵙⵉ	to choke
ⵙⵙⵅⵙⵔ	deteriorate, spoil, damage
ⵙⵙⵅⵙⵔ	spend
ⵙⵙⵅⵛⵏ	Enlaid, make bad
ⵙⵙⵅⵡⵓ	empty
ⵙⵙⵇⵎⵔ	shrink
ⵙⵙⵇⵔⴼ	Cold, cool
ⵙⵙⵇⵙⵃ	hurt
ⵙⵙⵇⵙⵃ	make solid, consolidate
ⵙⵙⵇⵙⵃ	upset
ⵙⵙⵉⴱⵍⵓ	blink, ciller
ⵙⵙⵉⴳⴳ	look from above
ⵙⵙⵉⴳⴳ	predominate
ⵙⵙⵉⴳⴳⵯⴷ	scare, scare
ⵙⵙⵉⴳⴹ	be turbulent
ⵙⵙⵉⴳⵍ	Hang, put around the neck, hang to
ⵙⵙⵉⴳⵎ	Infect, contaminate
ⵙⵙⵉⴳⵔ	get too much
ⵙⵙⵉⴳⵔ	invite to a meal
ⵙⵙⵉⴳⵯⵊ	remove
ⵙⵙⵉⴷⴷ	light up
ⵙⵙⵉⴷⴻⴷ	check
ⵙⵙⵉⴷⴼ	let in
ⵙⵙⵉⴷⵉ	sweat
ⵙⵙⵉⴷⵍⴼ	teach literacy
ⵙⵙⵉⴷⵏ	Accept the will of God
ⵙⵙⵉⴷⵔ	bring to life, resuscitate
ⵙⵙⵉⴷⵔⵓⵙ	scarce, reduce the number or quantity
ⵙⵙⵉⴷⵙ	bring together
ⵙⵙⵉⴹⵏ	count, calculate, list
ⵙⵙⵉⴼⴹ	send, ship
ⵙⵙⵉⴼⴼ	sink
ⵙⵙⵉⴼⵍ	tan
ⵙⵙⵉⴼⵔⵓ	flap its wings
ⵙⵙⵉⴼⵔⵓ	go away, get away
ⵙⵙⵉⴼⵙⵓⵙ	lighten, make light
ⵙⵙⵉⴽⵉ	miss, miss, absent
ⵙⵙⵉⴽⵉ	put on a fallow
ⵙⵙⵉⴽⵍ	walk
ⵙⵙⵉⴽⵍ	catch up
ⵙⵙⵉⴽⵍ	stall
ⵙⵙⵉⴽⵎ	bring in, introduce
ⵙⵙⵉⴽⵙⵉⵍ	equalize
ⵙⵙⵉⴽⵚⵓⴹ	make
ⵙⵙⵉⵃⵍ	tired
ⵙⵙⵉⵅⴼ	preside
ⵙⵙⵉⵇⵇⴹ	bleed
ⵙⵙⵉⵍ	sink
ⵙⵙⵉⵍⴳⵯⵉⵖ	Milly, soften
ⵙⵙⵉⵍⵉ	highlight, enhance
ⵙⵙⵉⵍⵉ	lug
ⵙⵙⵉⵍⵍⵙ	to be or become obscure, to be or become dark
ⵙⵙⵉⵍⵡ	hang, let hang
ⵙⵙⵉⵎⵉⵎ	make gentle, soften
ⵙⵙⵉⵎⵍⵓⵍ	whiten, make white
ⵙⵙⵉⵎⵏ	Make it believe, inspire confidence
ⵙⵙⵉⵎⵔ	rejoice
ⵙⵙⵉⵎⵖⵓⵔ	enlarge, grow
ⵙⵙⵉⵎⵖⵓⵔ	reward
ⵙⵙⵉⵎⵖⵓⵔ	treat with respect
ⵙⵙⵉⵎⵙ	set off
ⵙⵙⵉⵎⵙ	to crush
ⵙⵙⵉⵎⵥⵉ	Rapotes, make small
ⵙⵙⵉⵏⴼ	Discard, divert, put aside
ⵙⵙⵉⵏⵅⵉⵙ	Sigh, sobbing
ⵙⵙⵉⵔ	empty
ⵙⵙⵉⵔⴷ	wash, wash
ⵙⵙⵉⵔⴼ	Thirsty, altering
ⵙⵙⵉⵔⵉⵡ	to broaden
ⵙⵙⵉⵔⵎ	exercise, train
ⵙⵙⵉⵔⵎ	give the first fruits
ⵙⵙⵉⵔⵎ	make taste, initiate
ⵙⵙⵉⵔⵓ	give birth (tr.), help put in low
ⵙⵙⵉⵔⵖⵉⵙ	brown
ⵙⵙⵉⵔⵡⵉⵙ	make identical, similar
ⵙⵙⵉⵕⵥⵉⴳ	make bitter, acre
ⵙⵙⵉⵖ	lengthen
ⵙⵙⵉⵖ	pass, give, tender
ⵙⵙⵉⵖ	reach
ⵙⵙⵉⵖ	to light up
ⵙⵙⵉⵖ	to touch
ⵙⵙⵉⵖⵣⵉⴼ	lengthen, make long
ⵙⵙⵉⵖⵥⵉⵏ	approve
ⵙⵙⵉⵙ	to boil
ⵙⵙⵉⵙⴳⵉⵏ	Make black, blacken (tr.)
ⵙⵙⵉⵙⴷⵉⴷ	thin, make thin
ⵙⵙⵉⵙⴼⵉⵡ	light up
ⵙⵙⵉⵙⵉ	Charrier, transport
ⵙⵙⵉⵙⵉ	carry
ⵙⵙⵉⵙⵍⵉⵡ	Faner, withered
ⵙⵙⵉⵙⵎⵓⵎ	Make sour, acid, bitter
ⵙⵙⵉⵙⵏ	salt
ⵙⵙⵉⵙⵏ	sauce bread
ⵙⵙⵉⵚⵎⵉⴹ	cool (tr.)
ⵙⵙⵉⵛⴽ	mislead
ⵙⵙⵉⵜⵉ	press, stall
ⵙⵙⵉⵜⵎ	wish, hope
ⵙⵙⵉⵜⵎ	put out, put aside
ⵙⵙⵉⵜⵎ	save, save
ⵙⵙⵉⵜⵢ	approach
ⵙⵙⵉⵜⵢ	turn on
ⵙⵙⵉⵟⵟⵏ	count, calculate, list
ⵙⵙⵉⵡⴷ	scare
ⵙⵙⵉⵡⴹ	send, take, drive
ⵙⵙⵉⵡⴹ	to transmit
ⵙⵙⵉⵡⵉ	look deeply, meditate
ⵙⵙⵉⵡⵍ	marry
ⵙⵙⵉⵡⵍ	talk
ⵙⵙⵉⵡⵏ	make climb (a slope)
ⵙⵙⵉⵡⵔⵉⵖ	yellow (tr.), make yellow
ⵙⵙⵉⵡⵖ	graze
ⵙⵙⵉⵡⵙ	pay the fee
ⵙⵙⵉⵡⵙ	to help
ⵙⵙⵉⵡⵙⵉⵔ	Make old, make old, age (tr.)
ⵙⵙⵉⵡⵢ	climb, climb a climb
ⵙⵙⵉⵡⵢ	dock
ⵙⵙⵉⵢⵍⵍ	evaporate, evaporate
ⵙⵙⵉⵢⵍⵍ	fly
ⵙⵙⵉⵣⴷⴳ	make clean, clear
ⵙⵙⵉⵣⵓⵔ	bold
ⵙⵙⵉⵣⵓⵔ	thicken, make big
ⵙⵙⵉⵣⵔ	Associate, take a partner
ⵙⵙⵉⵣⵖ	dry, make dry
ⵙⵙⵉⵣⵡⵉⵔ	Start by, pass first
ⵙⵙⵉⵣⵡⵉⵖ	make blush, make red
ⵙⵙⵉⵥⴹⵓⵢ	to become heavier
ⵙⵙⵉⵥⵉⵍ	make good, soften, embellish
ⵙⵙⵉⵥⵉⵕ	theorize
ⵙⵙⵊⴰⵍ	put on a fallow
ⵙⵙⵍⴰⵡ	Faner, withered (plant)
ⵙⵙⵍⴼ	touch, caress
ⵙⵙⵍⴽⵎ	to send
ⵙⵙⵍⴽⵓ	despise, depreciate
ⵙⵙⵍⵀⵓ	occupy, distract
ⵙⵙⵍⵉ	ferment
ⵙⵙⵍⵉ	toast, roast
ⵙⵙⵍⵎⴷ	Teach, teach someone
ⵙⵙⵍⵓⵢ	ruminate
ⵙⵙⵍⵖⴷ	accept the intercession of
ⵙⵙⵍⵖⵊ	Make it swallow, give food (péj.)
ⵙⵙⵍⵖⵙ	hide
ⵙⵙⵍⵙ	dress, dress
ⵙⵙⵍⵡⵉⵖ	make fun, polish
ⵙⵙⵍⵡⵉⵖ	soften, make you soften, soften
ⵙⵙⵍⵡⵙ	disenchant
ⵙⵙⵎ	light up
ⵙⵙⵎⴳⵯⵔ	drape, cover, wrap
ⵙⵙⵎⴷⴻⴷ	to get angry
ⵙⵙⵎⴷⵉ	to meet
ⵙⵙⵎⴷⵓ	use
ⵙⵙⵎⴹⵉ	Start ripening (fruit)
ⵙⵙⵎⴹⵉ	to taste, to taste
ⵙⵙⵎⴻⵎ	be sour, harsh, acid
ⵙⵙⵎⵍⵉⵍ	whiten
ⵙⵙⵎⵏⵄ	deliver, have escape
ⵙⵙⵎⵏⵉⴷ	show up
ⵙⵙⵎⵓⵎ	Make sour, acidify
ⵙⵙⵎⵓⵔ	finish
ⵙⵙⵎⵔⵙ	use, exploit
ⵙⵙⵎⵔⵡ	Give 1/10 of what we have in alms
ⵙⵙⵎⵖⵉ	germinate
ⵙⵙⵎⵖⵔ	enlarge
ⵙⵙⵎⵖⵔ	raise, educate
ⵙⵙⵎⵖⵔ	venerate
ⵙⵙⵎⵙⴰⵙⴰ	equalize, level
ⵙⵙⵎⵙⴰⵙⴰ	fit out (neo.)
ⵙⵙⵎⵙⴰⵙⴰ	reconcile
ⵙⵙⵎⵙⴷ	sharpen
ⵙⵙⵎⵙⵓⵙ	make insipid, bland
ⵙⵙⵎⵜⵔ	indicate
ⵙⵙⵎⵢⵓⵔ	get used to
ⵙⵙⵎⵥⵉ	Rapotes, reduce
ⵙⵙⵏ	Knowing, knowing
ⵙⵙⵏⴳⴹ	Dive (tr.), Soak
ⵙⵙⵏⴳⴼ	accompany the bride
ⵙⵙⵏⴳⵉ	run
ⵙⵙⵏⴳⵉⵍ	Down (tr.), make black
ⵙⵙⵏⴷ	Baratter, beat the milk
ⵙⵙⵏⴷⴼ	Make it painful, sore
ⵙⵙⵏⴷⵉ	value
ⵙⵙⵏⴷⵎ	regret
ⵙⵙⵏⴷⵓ	Beat milk, Baratter
ⵙⵙⵏⴹⵓ	blow
ⵙⵙⵏⴼⵉ	hide, hide
ⵙⵙⵏⴼⵍ	change (tr.), transform
ⵙⵙⵏⴼⵙ	sprinkle up, sprinkle
ⵙⵙⵏⴽⴷ	to present
ⵙⵙⵏⴽⵔ	be erect
ⵙⵙⵏⴽⵔ	wake up
ⵙⵙⵏⵉ	dinner
ⵙⵙⵏⵉ	go up (frame)
ⵙⵙⵏⵊⵎ	deliver, save
ⵙⵙⵏⵓ	bake
ⵙⵙⵏⵔⵓ	triumph
ⵙⵙⵏⵖ	tire, to to to (tr.), cause inconveniences
ⵙⵙⵏⵖⴷ	crush, spray
ⵙⵙⵏⵖⵍ	to copy
ⵙⵙⵏⵙ	get overnight
ⵙⵙⵏⵙ	giving hospitality
ⵙⵙⵏⵙ	switch off
ⵙⵙⵏⵙⵢ	get used to
ⵙⵙⵏⵚⴹ	Spring, get expelled (material)
ⵙⵙⵏⵛⴼ	plucker, tear off (hairs, hair)
ⵙⵙⵏⵛⵡ	deploy
ⵙⵙⵏⵜ	begin
ⵙⵙⵏⵜⵍ	Hide, hide, shelter
ⵙⵙⵏⵜⵎ	document
ⵙⵙⵏⵜⵓⵜⵔ	burn
ⵙⵙⵏⵜⵓⵜⵔ	overwhelm
ⵙⵙⵏⵜⵜⴳ	sauté, make jump
ⵙⵙⵏⵢⵓⴷⴷⵓ	circulate
ⵙⵙⵏⵢⵓⴷⴷⵓ	propagate
ⵙⵙⵏⵥⵓ	drop
ⵙⵙⵏⵥⵓ	argue
ⵙⵙⵓ	irrigate, water
ⵙⵙⵓ	make someone drink
ⵙⵙⵓ	mark
ⵙⵙⵓ	extend, arrange on the ground
ⵙⵙⵓⴳⵓ	empty
ⵙⵙⵓⴳⵓⵔ	Administer, manage
ⵙⵙⵓⴳⵓⵔ	drive, walk
ⵙⵙⵓⴳⵔ (ⵉ)	be able to provide help
ⵙⵙⵓⴳⵜ	Multiply, make many
ⵙⵙⵓⴳⵣ	Save, record in writing
ⵙⵙⵓⴳⵣ	lower
ⵙⵙⵓⴷⴷⴰ	lighten
ⵙⵙⵓⴷⴻⴷ	formalize
ⵙⵙⵓⴷⵍ	prevent the kid from suckling
ⵙⵙⵓⴷⵎ	embrace
ⵙⵙⵓⴷⵓ	Raise a frame, get on board, take a means of transport
ⵙⵙⵓⴷⵓ	make you go, make it work, go
ⵙⵙⵓⴷⵙ	arrange
ⵙⵙⵓⴹⴻⴹ	breast-feed
ⵙⵙⵓⴹⵚ	sleep someone, sleep, pamper
ⵙⵙⵓⴼⴰ	shine (sun)
ⵙⵙⵓⴼⴷ	to borrow
ⵙⵙⵓⴼⵓ	surplus
ⵙⵙⵓⴼⵔⵉ	notify, raise awareness
ⵙⵙⵓⴼⵖ	get out, expel
ⵙⵙⵓⴼⵖ	hatch (vegetation)
ⵙⵙⵓⴼⵖ	solve
ⵙⵙⵓⴼⵖ	swarm
ⵙⵙⵓⴼⵖ	Drive (neo. Gram)
ⵙⵙⵓⴼⵖ	edit
ⵙⵙⵓⴼⵖ	having assimilated the Koran in its entirety
ⵙⵙⵓⴼⵙ	spit
ⵙⵙⵓⴽⴼ	tear off
